text,score
Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Block Bl,0.9895690909588536
"Gam, keep your CRAP off my Talk Page

Your KKK style rants are NOT welcome.

Best wishes,",0.9662072617670089
"If you disrespect others, you only disrespect yourself.",0.9367223466748721
"Dead 

Is she dead yet?",0.936423595861713
"STOP IT 

THIS IS THE WIKIPEDIA.  STOP INSERTING YOUR RIDICULOUS POV.  ~CaliforniaDreamlings",0.9358634428389587
"=]

WE ARE GOING TO MAKE SURE YOU ARE EXPOSED!! DROP YOUR RELATIONS WITH ANTI AMERICAN HATE GROUPS
''WE ARE GOING TO MAKE SURE YOU ARE EXPOSED!! DROP YOUR RELATIONS WITH ANTI AMERICAN HATE GROUPS",0.93483513597831
WE WILL LEAVE YOU ALONE IF YOU WILL LEAVE US ALONE ! AND STOP MESSING WITH WHAT WE HAVE TO SAY.,0.913137401794291
"U  

U MEANNNN SO STOP IT",0.912262156567396
"You have no respect for the victims, you are with the killers.",0.910732379543289
"Harassment 
Do you consider anyone who disagrees with you harassment? Just curious.",0.8874710330415777
tell your girl friend of your User:Nancy stop beenin a bitch 24 hours 86.166.250.11,0.8857711801738818
"STOP IT!!! 

STOP VANDALIZING THE DIGITAL TV TABLES!!! STOP IT NOW!!!!",0.8854564134166835
meaningless and saddening barnstars.,0.8801664901470733
"WikiNation is Dead 
You have lost your position.
Or have you.....",0.879934977260609
"disruptive, poor and unjust editing",0.8723726050153195
I have reported you abusive attitude and  would appreciate you FIX your sabotage,0.872095860904572
Thanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concernThanks for your concern,0.8694961043599475
"""

By better, I assume you mean worse. Also, when you're trying to insult me, it becomes my business, and not letting someone know who you are is really stupid and doesn't help anything. Please try and stop your attempts at insults, and if you feel you must reply, leave your name, so that I may address you as more than just """"the prick who tries to insult me and horribly fails.""""""",0.8686578290692527
"RETURN 
MY REVENGE IS NEAR!!!!!!!!!!!!!",0.8685625536854272
"STOP SPAMMING BLOGS IN EXTERNAL LINKS AND STOP VANDALIZING PAGES OR YOU WILL GET BANNED FROM WIKIPEDIA 

STOP SPAMMING BLOGS IN EXTERNAL LINKS AND STOP VANDALIZING PAGES OR YOU WILL GET BANNED FROM WIKIPEDIA",0.8674794575897833
